,Offense Desc,Offense Category,Address,lat,lng,Severity
265,THEFT                         ,Theft,10604 BLUFF BEND DR 78753,30.3689441,-97.6771408,1
266,THEFT                         ,Theft,1201 BROADMOOR DR 78723,30.3101905,-97.7059809,1
267,BURGLARY OF RESIDENCE         ,Burglary,529 BARTON BLVD 78704,30.2627518,-97.765206,2
268,AUTO THEFT                    ,Auto Theft,7607 BLESSING AVE 78752,30.3341319,-97.6914218,3
269,AUTO THEFT                    ,Auto Theft,13357 POND SPRINGS RD 78729,30.4485066,-97.7821465,3
270,THEFT FROM PERSON             ,Theft,1704 RUTLAND DR 78758,30.3750433,-97.7113863,1
271,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,5606 ROOSEVELT AVE 78756,30.3279881,-97.7324194,4
272,BURGLARY OF VEHICLE           ,Theft,104 MORNING PRIMROSE CT 78748,30.1453,-97.8054197,3
273,BURGLARY OF RESIDENCE         ,Burglary,2615 CANTERBURY ST 78702,30.2515128,-97.7151727,2
274,BURGLARY NON RESIDENCE        ,Burglary,3625 DUVAL RD 78759,30.41091,-97.723155,2
275,AUTO THEFT                    ,Auto Theft,10300 GOLDEN MEADOW DR 78758,30.3802118,-97.7120323,3
276,THEFT                         ,Theft,12429 SCOFIELD FARMS DR 78758,30.41008,-97.686567,1
277,THEFT BY SHOPLIFTING          ,Theft,9300 S IH 35 SVRD SB 78748,30.165205,-97.7903534,1
278,THEFT BY SHOPLIFTING          ,Theft,2901 S CAPITAL OF TEXAS HWY NB 78746,30.2573391,-97.8071883,1
279,THEFT                         ,Theft,12501 TECH RIDGE BLVD 78753,30.3980887,-97.6615054,1
280,BURG NON RESIDENCE SHEDS      ,Burglary,811 W ST JOHNS AVE 78757,30.3391567,-97.7191817,2
281,BURGLARY OF RESIDENCE         ,Burglary,12151 N IH 35 SVRD NB 78753,30.394245,-97.6707073,2
282,BURGLARY OF RESIDENCE         ,Burglary,1190 AIRPORT BLVD 78702,30.2752176,-97.701041,2
283,THEFT BY SHOPLIFTING          ,Theft,2110 S CONGRESS AVE 78704,30.2428032,-97.7526413,1
284,THEFT BY SHOPLIFTING          ,Theft,4607 LOYOLA LN 78723,30.3096188,-97.6672734,1
285,AUTO THEFT                    ,Auto Theft,12501 TECH RIDGE BLVD 78753,30.3980887,-97.6615054,3
286,THEFT                         ,Theft,2601 SCOFIELD RIDGE PKWY 78727,30.428511,-97.696924,1
287,BURGLARY OF RESIDENCE         ,Burglary,4104 SHOAL CREEK BLVD 78756,30.3131839,-97.7478885,2
288,THEFT                         ,Theft,525 N LAMAR BLVD 78703,30.2706071,-97.7532586,1
289,BURGLARY OF RESIDENCE         ,Burglary,2400 WICKERSHAM LN 78741,30.227438,-97.723113,2
290,THEFT BY SHOPLIFTING          ,Theft,8007 GESSNER DR 78753,30.3435381,-97.7018323,1
291,BURGLARY OF RESIDENCE         ,Burglary,6855 E US 290 HWY SVRD EB 78723,30.3204952,-97.6869081,2
292,THEFT                         ,Theft,2525 W ANDERSON LN 78757,30.3568601,-97.7352125,1
293,THEFT BY SHOPLIFTING          ,Theft,9500 S IH 35 SVRD SB 78748,30.164043,-97.7935432,1
294,BURGLARY OF VEHICLE           ,Theft,400 LONG BOW LN 78704,30.2365273,-97.7528095,3
295,THEFT                         ,Theft,4 ESPINOSA DR 78744,30.2195677,-97.6848744,1
296,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,2005 DEER RUN DR 78744,30.1837926,-97.7655457,4
297,BURGLARY OF RESIDENCE         ,Burglary,6600 ELM CREEK DR 78744,30.1877867,-97.7692759,2
298,BURGLARY OF RESIDENCE         ,Burglary,105 TEXAS ASH CV 78652,30.1431054,-97.8061418,2
299,THEFT BY SHOPLIFTING          ,Theft,525 N LAMAR BLVD 78703,30.2706071,-97.7532586,1
300,THEFT                         ,Theft,11200 LAKELINE MALL DR 78613,30.4703854,-97.806965,1
301,AGG RAPE OF A CHILD           ,Rape,,37.2256055,-95.7162018,6
302,AUTO THEFT                    ,Auto Theft,2400 WICKERSHAM LN 78741,30.227438,-97.723113,3
303,AUTO THEFT                    ,Auto Theft,2606 WHELESS LN 78723,30.3102279,-97.6805437,3
304,THEFT BY SHOPLIFTING          ,Theft,3735 N IH 35 SVRD NB 78722,30.2942704,-97.7192987,1
305,AUTO THEFT                    ,Auto Theft,5806 BURNHILL DR 78745,30.2181701,-97.8068214,3
306,THEFT                         ,Theft,863 AIRPORT BLVD 78721,30.2592195,-97.6930743,1
307,THEFT                         ,Theft,11725 N FM 620 RD 78750,30.4572354,-97.8227968,1
308,BURGLARY OF VEHICLE           ,Theft,1300 CROSSING PL 78741,30.238131,-97.7133667,3
309,BURGLARY OF VEHICLE           ,Theft,137 KAREN HILL PL 78652,30.140845,-97.808673,3
310,BURGLARY OF VEHICLE           ,Theft,2601 PENNY LN 78757,30.3650383,-97.7299796,3
311,THEFT OF AUTO PARTS           ,Theft,5309 SUMMER CIR 78741,30.2312972,-97.7115669,1
312,THEFT FROM AUTO               ,Theft,8128 N IH 35 NB 78753,30.3444032,-97.6977628,1
313,BURGLARY OF VEHICLE           ,Theft,7301 DIXIE DR 78744,30.1682207,-97.7431344,3
314,BURGLARY OF VEHICLE           ,Theft,814 EMERALD WOOD DR 78745,30.2144919,-97.7820616,3
315,BURGLARY OF VEHICLE           ,Theft,109 TEXAS ASH CV 78652,30.1431401,-97.8063117,3
316,BURGLARY OF VEHICLE           ,Theft,2336 DOUGLAS ST 78741,30.2283098,-97.732971,3
317,BURGLARY OF VEHICLE           ,Theft,2450 ASHDALE DR 78757,30.3600197,-97.731592,3
318,THEFT                         ,Theft,10515 N MOPAC EXPY SVRD NB 78758,30.3858728,-97.73429,1
319,THEFT                         ,Theft,7537 CAMERON RD 78752,30.3301364,-97.6876674,1
320,BURGLARY OF VEHICLE           ,Theft,11316 JOLLYVILLE RD 78759,30.4112686,-97.7486231,3
321,THEFT                         ,Theft,1620 E RIVERSIDE DR 78741,30.2451519,-97.7301878,1
322,BURGLARY OF VEHICLE           ,Theft,4701 DUVAL ST 78751,30.3097766,-97.7226884,3
323,THEFT OF BICYCLE              ,Theft,1111 W 10TH ST 78703,30.2752672,-97.7542967,1
324,BURGLARY OF VEHICLE           ,Theft,1204 CANTERBURY ST 78702,30.2583148,-97.7327376,3
325,BURGLARY OF VEHICLE           ,Theft,113 MORNING PRIMROSE CT 78748,30.1448687,-97.8058869,3
326,BURGLARY OF VEHICLE           ,Theft,5200 N CAPITAL OF TEXAS HWY NB 78746,30.3514833,-97.797115,3
327,THEFT                         ,Theft,1120 S CAPITAL OF TEXAS HWY SB 78746,30.2827178,-97.8249098,1
328,THEFT                         ,Theft,1701 E PARMER LN 78754,30.3859914,-97.6483303,1
329,THEFT                         ,Theft,N LAMAR BLVD / W RUNDBERG LN 78758,30.3631709,-97.6969617,1
330,THEFT OF LICENSE PLATE        ,Theft,2529 S 1ST ST 78704,30.2394422,-97.7606001,1
331,THEFT                         ,Theft,5800 TECHNI CENTER DR 78721,30.2797084,-97.6699485,1
332,BURGLARY OF VEHICLE           ,Theft,2510 LEON ST 78705,30.2903058,-97.7495217,3
333,THEFT                         ,Theft,6200 LOYOLA LN 78724,30.3029683,-97.6496185,1
334,THEFT                         ,Theft,10805 LEAFWOOD LN 78750,30.4302737,-97.796118,1
335,BURGLARY OF VEHICLE           ,Theft,2510 LEON ST 78705,30.2903058,-97.7495217,3
336,THEFT                         ,Theft,400 E 6TH ST 78701,30.2673915,-97.7390604,1
337,THEFT                         ,Theft,2507 AUDUBON PL 78741,30.2304334,-97.7406304,1
338,BURGLARY OF VEHICLE           ,Theft,8800 N IH 35 SVRD SB 78753,30.3523179,-97.6926844,3
339,THEFT                         ,Theft,ULLRICH AVE / JEFF DAVIS AVE 78756,30.3321023,-97.7359364,1
340,BURGLARY OF VEHICLE           ,Theft,3401 REDBUD TRL 78746,30.2918274,-97.7891456,3
341,THEFT BY SHOPLIFTING          ,Theft,2901 S CAPITAL OF TEXAS HWY NB 78746,30.2573391,-97.8071883,1
342,THEFT                         ,Theft,12901 N IH 35 SVRD NB 78753,30.4142111,-97.6711123,1
343,THEFT OF LICENSE PLATE        ,Theft,4825 DAVIS LN 78749,30.2045986,-97.8600752,1
344,THEFT                         ,Theft,4412 AVENUE A 78751,30.3102826,-97.7323982,1
345,THEFT                         ,Theft,4700 E RIVERSIDE DR 78741,30.233125,-97.718251,1
346,THEFT                         ,Theft,6201 SNEED CV 78744,30.1937135,-97.763666,1
347,BURGLARY OF VEHICLE           ,Theft,4502 LYRA CIR 78744,30.1990194,-97.7301176,3
348,THEFT                         ,Theft,2001 E 17TH ST 78702,30.2778257,-97.7193726,1
349,BURGLARY OF VEHICLE           ,Theft,1301 CROSSING PL 78741,30.2359449,-97.7115007,3
350,THEFT                         ,Theft,219 E 6TH ST 78701,30.2672438,-97.7408003,1
351,THEFT                         ,Theft,250 N LAMAR BLVD 78703,30.269601,-97.7570601,1
352,THEFT                         ,Theft,1024 E ANDERSON LN SVRD WB 78753,30.3368442,-97.6934984,1
353,THEFT                         ,Theft,9600 S IH 35 SVRD SB 78748,30.1587377,-97.7910009,1
354,THEFT                         ,Theft,2811 VERNON AVE 78723,30.3084407,-97.6778089,1
355,THEFT                         ,Theft,3501 LAKE AUSTIN BLVD 78703,30.2891372,-97.78223,1
356,BURGLARY OF VEHICLE           ,Theft,2301 E BEN WHITE BLVD SVRD EB 78744,30.2150525,-97.7397181,3
357,THEFT                         ,Theft,4703 HIGHLAND TER 78731,30.3261488,-97.7566525,1
358,THEFT OF METAL                ,Theft,930 E RUNDBERG LN 78753,30.3571654,-97.6847839,1
359,THEFT                         ,Theft,4600 MONTEREY OAKS BLVD 78749,30.2313218,-97.8381097,1
360,THEFT                         ,Theft,6321 SHADOW BND 78745,30.1992704,-97.7809051,1
361,BURGLARY OF VEHICLE           ,Theft,910 W 25TH ST 78705,30.2896548,-97.7473102,3
362,BURGLARY OF VEHICLE           ,Theft,11410 CENTURY OAKS TER 78758,30.4015393,-97.7268185,3
363,BURGLARY OF VEHICLE           ,Theft,4323 S IH 35 NB 78744,30.2116006,-97.7524985,3
364,THEFT                         ,Theft,7610 CAMERON RD 78752,30.3319213,-97.6885107,1
365,THEFT                         ,Theft,5322 CAMERON RD 78723,30.3117248,-97.7075421,1
366,THEFT                         ,Theft,1100 S LAMAR BLVD 78704,30.2558811,-97.7628877,1
367,THEFT                         ,Theft,1116 W 39TH HALF ST 78756,30.3248256,-97.7389543,1
368,THEFT                         ,Theft,4314 GILLIS ST 78745,30.226747,-97.7824013,1
369,BURGLARY OF VEHICLE           ,Theft,500 ONION ST 78702,30.2626722,-97.7278591,3
370,BURGLARY OF VEHICLE           ,Theft,400 E 10TH ST 78701,30.2708076,-97.7379391,3
371,THEFT                         ,Theft,7411 PUSCH RIDGE LOOP 78749,30.2130244,-97.8434461,1
372,THEFT FROM PERSON             ,Theft,5314 KING HENRY DR 78724,30.289072,-97.6614022,1
373,THEFT OF BICYCLE              ,Theft,1202 SOUTHWOOD RD 78704,30.2442768,-97.767074,1
374,THEFT                         ,Theft,214 BARTON SPRINGS RD 78704,30.2597637,-97.7479938,1
375,BURGLARY OF VEHICLE           ,Theft,12220 HUNTERS CHASE DR 78729,30.4412613,-97.775236,3
376,THEFT OF BICYCLE              ,Theft,3101 S LAMAR BLVD 78704,30.2413362,-97.7849132,1
377,THEFT FROM BUILDING           ,Theft,617 CONGRESS AVE 78701,30.268585,-97.7422246,1
378,THEFT OF BICYCLE              ,Theft,111 SANDRA MURAIDA WAY 78703,30.2675107,-97.7540632,1
379,BURGLARY OF VEHICLE           ,Theft,2401 LONGVIEW ST 78705,30.2888124,-97.7505404,3
380,THEFT                         ,Theft,1500 E 6TH ST 78702,30.2634308,-97.727264,1
381,BURGLARY OF VEHICLE           ,Theft,1617 N IH 35 SVRD NB 78702,30.2772337,-97.7291125,3
382,THEFT                         ,Theft,2127 ELYSIAN FIELDS 78727,30.4264363,-97.6912508,1
383,BURGLARY OF VEHICLE           ,Theft,1617 N IH 35 SVRD NB 78702,30.2772337,-97.7291125,3
384,AGG ROBBERY/DEADLY WEAPON     ,Robbery,1100 FLORES ST 78702,30.2537404,-97.7362295,5
385,AGG ASSAULT                   ,Agg Assault,501 E OLTORF ST 78704,30.2363717,-97.751941,4
386,BURGLARY OF VEHICLE           ,Theft,6213 LA NARANJA LN 78749,30.2144064,-97.8749024,3
387,BURGLARY OF RESIDENCE         ,Burglary,1301 CROSSING PL 78741,30.2359449,-97.7115007,2
388,BURGLARY NON RESIDENCE        ,Burglary,8700 MANCHACA RD 78748,30.1851689,-97.8175477,2
389,THEFT                         ,Theft,1906 S 1ST ST 78704,30.2460381,-97.7570133,1
390,AUTO THEFT                    ,Auto Theft,3603 SOUTHRIDGE DR 78704,30.23474,-97.7769008,3
391,BURGLARY OF VEHICLE           ,Theft,2347 DOUGLAS ST 78741,30.2288129,-97.7317301,3
392,AUTO THEFT                    ,Auto Theft,11750 RESEARCH BLVD SVRD SB 78759,30.420499,-97.748905,3
393,THEFT BY SHOPLIFTING          ,Theft,12707 N MOPAC EXPY SVRD NB 78727,30.4226833,-97.699696,1
394,BURGLARY NON RESIDENCE        ,Burglary,6555 BURNET RD 78757,30.341443,-97.738221,2
395,AUTO THEFT                    ,Auto Theft,1300 S PLEASANT VALLEY RD 78741,30.24047,-97.719682,3
396,BURGLARY OF RESIDENCE         ,Burglary,2706 ENFIELD RD 78703,30.2911951,-97.7726356,2
397,AUTO THEFT                    ,Auto Theft,979 SPRINGDALE RD 78702,30.2634656,-97.6959036,3
398,BURGLARY NON RESIDENCE        ,Burglary,8500 W SH 71 78735,30.248663,-97.890177,2
399,BURGLARY OF VEHICLE           ,Theft,109 MASTERSON PASS 78753,30.3699246,-97.6881551,3
400,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,602 BLACKBERRY DR 78745,30.1882289,-97.7897052,4
401,THEFT                         ,Theft,1030 NORWOOD PARK BLVD 78753,30.3393609,-97.6908244,1
402,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,9707 SUGAR HILL DR 78748,30.1812808,-97.8355843,4
403,AUTO THEFT                    ,Auto Theft,2600 MC HALE CT 78758,30.3855231,-97.7222363,3
404,THEFT                         ,Theft,9300 S IH 35 SVRD SB 78748,30.165205,-97.7903534,1
405,THEFT BY SHOPLIFTING          ,Theft,14028 N US 183 HWY SVRD SB 78613,30.476702,-97.8050796,1
406,THEFT BY SHOPLIFTING          ,Theft,710 E BEN WHITE BLVD EB 78745,30.2203767,-97.754233,1
407,AGG ASSAULT                   ,Agg Assault,1924 VALLEY HILL CIR 78741,30.2352734,-97.7307433,4
408,BURGLARY OF RESIDENCE         ,Burglary,13106 ARMAGA SPRINGS RD 78727,30.4265812,-97.6956189,2
409,AUTO THEFT                    ,Auto Theft,7304 SALT SPRINGS DR 78744,30.1670481,-97.7410125,3
410,AGG ROBBERY/DEADLY WEAPON     ,Robbery,900 RED RIVER ST 78701,30.2696098,-97.7363583,5
411,BURGLARY OF VEHICLE           ,Theft,901 W BEN WHITE BLVD SVRD EB 78745,30.2261149,-97.7745674,3
412,THEFT                         ,Theft,600 BLOCK BRAZOS ST 78701,30.2679291,-97.7413846,1
413,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,2115 RABB RD 78704,30.2515436,-97.7789619,4
414,BURGLARY OF RESIDENCE         ,Burglary,9024 NORTHGATE BLVD 78758,30.3700305,-97.7173745,2
415,BURGLARY OF RESIDENCE         ,Burglary,1912 E WILLIAM CANNON DR 78744,30.1887531,-97.7650204,2
416,THEFT FROM PERSON             ,Theft,901 LITTLE TEXAS LN 78745,30.1976952,-97.7685431,1
417,THEFT                         ,Theft,2525 W ANDERSON LN 78757,30.3568601,-97.7352125,1
418,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault,10821 AMBLEWOOD WAY 78753,30.3677967,-97.6703046,4
419,AGG ROBBERY/DEADLY WEAPON     ,Robbery,8002 WEST GATE BLVD 78745,30.1990836,-97.8267247,5
420,THEFT FROM PERSON             ,Theft,6601 S CONGRESS AVE 78745,30.1938534,-97.7776244,1
421,AGG ASSAULT                   ,Agg Assault,2429 VILLAGE WALK 78744,30.1959717,-97.7475482,4
422,AGG ASSAULT                   ,Agg Assault,7500 BLOCK N IH 35 NB 78752,30.2997079,-97.7163417,4
423,BURGLARY OF RESIDENCE         ,Burglary,4700 E RIVERSIDE DR 78741,30.233125,-97.718251,2
424,BURGLARY OF RESIDENCE         ,Burglary,1607 GARDEN ST 78702,30.2553326,-97.7293855,2
425,AUTO THEFT                    ,Auto Theft,10515 N MOPAC EXPY SVRD NB 78758,30.3858728,-97.73429,3
426,BURGLARY OF RESIDENCE         ,Burglary,1904 POQUITO ST 78722,30.2804875,-97.7205605,2
427,BURGLARY OF RESIDENCE         ,Burglary,3014 VAL DR 78723,30.3175307,-97.667125,2
428,THEFT BY SHOPLIFTING          ,Theft,2300 W BEN WHITE BLVD SVRD WB 78704,30.2334435,-97.7915789,1
429,THEFT BY SHOPLIFTING          ,Theft,3503 HYRIDGE DR 78759,30.3739221,-97.7409276,1
430,AGG ROBBERY/DEADLY WEAPON     ,Robbery,9207 N LAMAR BLVD 78753,30.3612291,-97.697485,5
431,AGG ROBBERY/DEADLY WEAPON     ,Robbery,500 E BEN WHITE BLVD WB 78704,30.2210017,-97.7570194,5
432,AGG ROBBERY/DEADLY WEAPON     ,Robbery,7200 CAMERON RD 78752,30.3266834,-97.6924572,5
433,THEFT                         ,Theft,8833 BURNET RD 78757,30.3714666,-97.7260972,1
434,THEFT                         ,Theft,600 E 53RD ST 78751,30.3161104,-97.7171242,1
435,BURGLARY OF VEHICLE           ,Theft,8225 N FM 620 RD 78726,30.4195474,-97.8431189,3
436,THEFT FROM AUTO               ,Theft,8210 N IH 35 SVRD SB 78753,30.3454841,-97.6976758,1
437,THEFT FROM AUTO               ,Theft,2301 OHLEN RD 78757,30.3621351,-97.7283672,1
438,BURGLARY OF VEHICLE           ,Theft,6505 N IH 35 SVRD NB 78752,30.3262075,-97.7045435,3
439,THEFT FROM AUTO               ,Theft,1217 BONNIE BRAE 78753,30.3575186,-97.6768761,1
440,THEFT FROM AUTO               ,Theft,1423 RIDGEMONT DR 78723,30.3112585,-97.698418,1
441,THEFT                         ,Theft,519 E 7TH ST 78701,30.2674126,-97.7372669,1
442,BURGLARY OF VEHICLE           ,Theft,4911 MANCHACA RD 78745,30.221819,-97.7925718,3
443,BURGLARY OF VEHICLE           ,Theft,506 E GRADY DR 78753,30.372338,-97.6813705,3
444,BURGLARY OF VEHICLE           ,Theft,3605 STECK AVE 78759,30.3691725,-97.7455534,3
445,BURGLARY OF VEHICLE           ,Theft,4911 MANCHACA RD 78745,30.221819,-97.7925718,3
446,BURGLARY OF VEHICLE           ,Theft,2200 W 35TH ST 78731,30.3121347,-97.7617807,3
447,THEFT                         ,Theft,2914 AFTONSHIRE WAY 78748,30.1816696,-97.8389137,1
448,BURGLARY OF VEHICLE           ,Theft,6811 LA CONCHA PASS 78749,30.2290897,-97.8757953,3
449,BURGLARY OF VEHICLE           ,Theft,8225 N FM 620 RD 78726,30.4195474,-97.8431189,3
450,THEFT                         ,Theft,4408 SPICEWOOD SPRINGS RD 78759,30.3729007,-97.7577561,1
451,THEFT                         ,Theft,9300 NORTHGATE BLVD 78758,30.3732275,-97.7157781,1
452,BURGLARY OF VEHICLE           ,Theft,9715 N FM 620 RD 78726,30.4362109,-97.8361181,3
453,THEFT                         ,Theft,500 E 7TH ST 78701,30.2678638,-97.7375115,1
454,THEFT                         ,Theft,812 THURMOND ST 78758,30.3539203,-97.7060526,1
455,BURGLARY OF VEHICLE           ,Theft,1301 CROSSING PL 78741,30.2359449,-97.7115007,3
456,BURGLARY OF VEHICLE           ,Theft,8816 CULLEN LN 78748,30.170986,-97.7906607,3
457,THEFT                         ,Theft,11900 METRIC BLVD 78758,30.4003833,-97.7040716,1
458,BURGLARY OF VEHICLE           ,Theft,8305 ADIRONDACK TRL 78759,30.3816278,-97.7551032,3
459,THEFT                         ,Theft,1416 RIDGEMONT DR 78723,30.3119152,-97.6986725,1
460,THEFT                         ,Theft,515 E SLAUGHTER LN 78744,30.1626911,-97.7798936,1
461,BURGLARY OF VEHICLE           ,Theft,333 E SLAUGHTER LN 78744,30.1657674,-97.7808876,3
462,BURGLARY OF VEHICLE           ,Theft,104 TEXAS ASH CV 78652,30.1436086,-97.8059719,3
463,THEFT FROM BUILDING           ,Theft,10910 DOMAIN DR 78758,30.3954441,-97.7269882,1
464,THEFT                         ,Theft,1215 W SLAUGHTER LN 78748,30.1728139,-97.8143911,1
465,THEFT BY SHOPLIFTING          ,Theft,9414 N LAMAR BLVD 78758,30.3631435,-97.6963293,1
466,THEFT OF AUTO PARTS           ,Theft,8800 N IH 35 SVRD SB 78753,30.3523179,-97.6926844,1
467,THEFT                         ,Theft,5216 FELLER CV 78617,30.1759417,-97.6159755,1
468,THEFT                         ,Theft,11200 LAKELINE MALL DR 78613,30.4703854,-97.806965,1
469,THEFT                         ,Theft,1801 E 51ST ST 78723,30.3016498,-97.6989672,1
470,THEFT                         ,Theft,2429 E SH 71 SVRD WB 78617,30.2156383,-97.6634686,1
471,THEFT BY SHOPLIFTING          ,Theft,2901 S CAPITAL OF TEXAS HWY NB 78746,30.2573391,-97.8071883,1
472,THEFT OF LICENSE PLATE        ,Theft,11282 TAYLOR DRAPER LN 78759,30.4111542,-97.7538116,1
473,THEFT                         ,Theft,1601 ROYAL CREST DR 78741,30.23917,-97.729152,1
474,THEFT OF LICENSE PLATE        ,Theft,2048 W STASSNEY LN 78745,30.216972,-97.798529,1
475,THEFT OF LICENSE PLATE        ,Theft,2048 W STASSNEY LN 78745,30.216972,-97.798529,1
476,THEFT BY SHOPLIFTING          ,Theft,9722 GREAT HILLS TRL 78759,30.3955849,-97.7517712,1
477,THEFT                         ,Theft,1308 NORTHRIDGE DR 78723,30.3150865,-97.6995632,1
478,THEFT FROM AUTO               ,Theft,11800 OAK HAVEN RD 78753,30.3841176,-97.670559,1
479,THEFT                         ,Theft,6706 ROCKRIDGE CT 78744,30.1830411,-97.7562917,1
480,THEFT                         ,Theft,702 JEWELL ST 78704,30.2508234,-97.7561962,1
481,BURGLARY OF VEHICLE           ,Theft,8100 N CAPITAL OF TEXAS HWY NB 78731,30.3814332,-97.774067,3
482,THEFT                         ,Theft,1915 OHLEN RD 78757,30.3612614,-97.7257366,1
483,THEFT                         ,Theft,2320 GRACY FARMS LN 78758,30.4038178,-97.7089922,1
484,THEFT                         ,Theft,1000 E 41ST ST 78751,30.2998354,-97.7199409,1
485,THEFT                         ,Theft,12400 N IH 35 NB 78753,30.4021972,-97.675699,1
486,BURGLARY OF VEHICLE           ,Theft,8928 BLACK OAK ST 78729,30.454904,-97.7738668,3
487,THEFT                         ,Theft,10700 SANS SOUCI PL 78759,30.4133432,-97.7649938,1
488,BURGLARY OF VEHICLE           ,Theft,4801 TODD LN 78744,30.2079845,-97.7397038,3
489,THEFT                         ,Theft,208 NUECES ST 78701,30.2667619,-97.7500735,1
490,BURGLARY OF VEHICLE           ,Theft,1200 CLOVERLEAF DR 78723,30.3136674,-97.7038894,3
491,THEFT                         ,Theft,4600 MUELLER BLVD 78723,30.2988854,-97.7079325,1
492,THEFT                         ,Theft,4701 STAGGERBRUSH RD 78749,30.2334361,-97.8384039,1
493,BURGLARY OF VEHICLE           ,Theft,7000 ARDATH ST 78757,30.3494026,-97.7403115,3
